0氹	[tam]/1. to cajole someone/2. to pacify someone who is angry
上面落嚟	[séuhng mihn lohk lèih]/to come to Hong Kong from mainland China
上頭	[séuhng tàuh]/a boss, superior, senior
上馬	[séuhng máh]/(to mount a horse)/1. to take on a job/2. to have sex
下	[hah]/underneath
下巴輕輕土	[hah pàh hēng hēng]/(light chin)/talk with no real meaning, "empty talk".
下扒輕輕	[hah pàh hēng hēng]/(light chin)/talk with no real meaning, "empty talk".
下欄	[hah làahn]/(lower fence)/1. a bonus (restaurant workers' slang)/2. tips, bonus (nightclub hostess)
下欄錢	[hah làahn chìn]/tips, bonus (restaurant, nightclub, etc.)
下海	[hah hói]/(to go down to the sea)/to being one's career as a prostitute
下火	[hah fó]/to come sexually, to ejaculate
下盤	[hah pún]/the underdog (in a contest).
下馬威	[hah máh wai]/(to dismount and take charge)/to stamp one's authority over someone at the outset.
不	[bāt]/not
不得了	[bāt dāk líuh]/1. wonderful, great, terrific/2. too bad.
不打不相識	[bāt dá bāt sēung sīk]/(no fighting no getting to know)/friendship grows out of conflict, if people do not argue they will not become close.
不知所謂	[bāt jī só waih]/abnormal, incomprehensible, unaccountable, "out of line".
不舉	[bāt géui]/(can't raise)/sexually impotent
不醉無歸	[bāt jeui mòuh gwāi]/an exclamation, urging someone to keep drinking until they are drunk.
世	[sai]/the world
世侄	[sai jaht]/the younger generation
世界	[sai gaai]/1. world/2. a situation, a position, a state of affairs
世界仔	[sai gaai jái]/(worldly boy)/someone who knows how to get on the world, someone who is an experienced and effective operator in a particular sphere, a "smooth operator", a "slick character".
世界波	[sai gaai bō]/a good shot at goal (football)
丙	[bíng]/1. the third of the ten Celestial Stems/2. to scold/3. to hit
丙一身	[bíng yāt sān]/to beat up thoroughly.
丙一鑊	[bing yāt wohk]/to beat up thoroughly.
丙到豬頭咁	[bíng dou jyū tàuh gám]/(to beat someone into a pig's head)/to beat severely, to beat to a pulp.
丙到隻嘢咁	[bíng dou jek yéh gám]/to give someone a severe beating, to beat someone to a pulp.
丙到隻狗咁	[bíng dou jek gáu gám]/to beat someone like a dog, to give someone a severe thrashing.
丙到飛起	[bíng dou fēi héi]/(to beat someone into the air)/1. to beat someone badly/2. to challenge someone.
丙鑊	[bíng wohk]/to physically assault, to "beat up".
丙鑊甘	[bíng wohk gām]/to beat up.
丟	[dīu]/to lose
丟假	[dīu gá]/to lose face
丟疏咗	[dīu sō jó]/(distanced)/to have lost the ability to do something, to have one's skills go rusty, "to be out of touch".
中	[jūng]/middle/[jung]/to make a direct hit
中坑	[jūng hāang]/a middle-aged man, an older man
中招	[jung jīu]/1. to be caught in a trap/2. to catch a sexual disease
中蛇	[jung sèh]/a successful police undercover operation, e.g. with a police officier posing as the client of a prostitute.
中間人	[jūng gāan yán]/1. a go-between, a middle-man/2. an intermediary between prostitutes and clients
中飛	[jūng fēi]/a speed-boat (of the maximun size and power permitted under a law intended to restrict the activities of smugglers)
丸	[yún]/a pill
丸仔	[yún jái]/1. pills/2. illegal drugs in pill form
丹	[dāan]/a pill
丹青	[dāan chīng]/a painting, a picture, a photograph
乘	[sìhng]/to travel by
乘機搏懵	[sìhng gēi bok múng]/(take advantage risk muddle-head)/to exploit an unusual situation by doing something not normally permitted or not accepable
乜	[māt]/what
乜乜物物	[māt māt maht maht]/1. and so on and so forth/2. used to imitate the annoying speech made by others.
乜傢伙	[māt gā fō/fó]/an expression of indignation of surprise, "who the hell is that?"; "what the hell is that?"
乜嘢料呀	[māt yéh líu a]/a general inquiry as to the situation, news, etc., "what's happening?", "what's up?".
乜嘢新絲蘿蔔皮	[māt yéh sān sí lòh baahk péih]/(what kind of new silk turnip skin)/used to put someone down for being too arrogant, "who does he think he is?".
乜嘢環境	[māt yéh wàahn gíng]/a general question or greeting, "what's going on?", "what's happening?".
乜料呀	[māt líu a]/a general inquiry as to the situation, news, etc., "what's happening?", "what's up?".
乜春	[māt chēun]/used to express surprise or irritation, "what is this?", "what the hell is this?".
乜東東	[māt dūng dūng]/used to refer to a thing which one cannot identity, or the quality or status of which is unclear, "thingummy", "what the hell is this?".
乜柒	[māt chaht]/used to express irritation at a proposed course of action, "for what reason?", "for what fucking reason?".
乜水	[māt séui]/someone whose name the speaker cannot remember or cannot be bothered to recall ("so and so", "whatshisname", "whatshername").
乜誰	[māt séui]/someone whose name the speaker cannot remember or cannot be bothered to recall ("so and so", "whatshisname", "whatshername").
乜都假	[māt dōu gá]/(everything is fake)/everything will be meaningless, the plan will fail (unless a particular condition is met).
乜頭乜路	[māt tàuh māt louh]/a question used to ask about someone's background or intentions, "who the hell is this person?".
九	[gáu]/nine
九九機	[gáu gáu gēi]/(ninty nine device)/a device for eavesdropping on police radio communications.
九反地	[gáu fáan deih]/a chaotic place
九唔搭八	[gáu m4 daap baat]/(nine matches not with eight)/1. irrelevant/2. nonsense, "bullshit".
九大簋	[gáu daaih gwái]/a lavish banquet
九彩	[gáu chói]/seriously, extremely
九支孖碌	[gáu jī mā lūk]/an insulting and obscene expression, implying someone is in the way or being stupid.
九流	[gáu làuh]/low quality, low class, poor
乞	[hāt]/to beg
乞人憎	[hāt yành jāng]/(to beg people hate)/disgusting, terrible, awful, outrageous
乞兒兜度嗱飯食	[hāt yī dāu douh ná faahn sihk]/(to steal the rice from a beggar's bowl)/to exploit the underprivileged.
乞米	[hāt màih]/(to beg for rice)/very poor
也	[yáh]/also
也也烏	[yàh yàh wū]/of poor quality; amateruish.
也文也武	[yàh màhn yàh móuh]/(a scholar and a warrior)/to act in a boastful manner, to flaunt one's power
也門	[yáh mùhn]/Yemen
乳溝	[yúh kau]/(breast gorge)/a woman's cleavage
乳臭未乾	[yúh chau meih gōn]/(still smelling of breast milk)/immature, inexperienced, "wet behind the ears"
乸	[ná]/1. female/2. a colloquial or humorous way to refer to one's girlfriend or wife
乸乸地	[ná ná déi]/(female female like)/effeminate
乸口乸面	[ná háu ná mihn]/moody, in a bad mood
乸型	[ná yìhng]/(female form)/female, effeminate
乸聲乸氣	[ná sēng ná hei]/(female voice female air)/an effeminate voice
乸脷	[ná leih]/expensive, too high, too much (price)
乾	[gōn]/dry
乾塘	[gōn tòhng]/(dry pool)/broke, penniless
乾手淨腳	[gōn sáu jehng geuk]/(spotless hands and clean feet)/finished and done with, once for all.
亂	[lyuhn]/disorderly
亂咁舂	[lyuhn gam jūng]/to do something pointless or in an aimless fashion, to have no fixed aim or intention for an action.
亂噏	[lyuhn/lyún āp]/to talk nonsense, to talk rubbish, to "bullshit".
亂噏廿四	[lyuhn/lyún āp yaah sei]/to talk nonsense, to "bullshit".
亂嚟	[lyuhn/lyún làih]/to do things irresponsibly, to be impulsive, to do something foolish
亂打亂撞	[lyuhn dá lyuhn johng]/to score a lucky hit, to reach one's goal without having a clear idea how one got there.
亂撞一通	[lyuhn johng yāt tūng]/without an objective, aimlessly
亂晒籠	[lyuhn/lyún saai lùhng]/chaos, disorder
亂籠	[lyuhn/lyún lùhng]/(disorder in the cage)/to make a mess of something
亂講	[lyuhn góng]/to speak nonsense
亂過亂世佳人	[lyuhn gwo lyuhn sai gāai yàhn]/chaos, messy, in a mess, in a muddle
亂過亂葬崗	[lyuhn gwo lyuhn jong gōng]/chaos, messy, in a mess, in a muddle
了	[līu]/1. to escape, to flee in secret/2. to bring up something from the past, to raise an old grievance.
了番出嚟	[līu fāan chēt làih]/to bring up something from the past, to raise an old grievance.
了鼻屎	[līu beih sí]/to pick one's nose.
事	[sih]/a matter
事九旦旦	[sih gáu daahn daahn]/Ok, fine, whatever
事但	[sih daahn]/as you please, whatever you like, whatever you think is best
事急馬行田	[sih gāp máah hàahng tìhn]/(in a crisis a horse can move in the field)/to be flexible, to adapt to circumstances in an emergency (a reference to the rules of Chinese chess).
事旦	[sih daahn]/as you please, whatever you like, whatever you think is best
事頭	[sih táu]/an employer, the owner (of a business, a shop)
事頭婆	[sih táu pòh]/1. the female owner of a business, a shop, the female boss/2. the wife of the owner (of a business, a shop)/3. Queen Elizabeth
二	[yih]/two
二世祖	[yih sai jóu]/(second generation ancestor)/a big-spending son, spending the family money; a spoilt rich boy
二五仔	[yih ńgh jái]/(two five boy)/1. a traitor/2. an informer, especially a police informer
二人世界	[yih yàhn sai gaai]/(world of two people)/a couple enjoying time together, a place where a couple can spend romantic times.
二奶	[yih lāai]/a second wife or mistress
二奶命	[yih nāai mehng]/(the fate of being the second wife)/to always have to settle for second best
二廠	[yih chóng]/(second factory)/a second wife or mistress
二打六	[yih dá luhk]/(two hit six)/an important person, a person of low status
二撇雞	[yih pit gāi]/a man with a mastache
二路元帥	[yih louh yùhn seui]/the second route marshal, the second leader in a triad society, a deputy head of a triad lodge (triad jargon)
五	[ńgh]/five
五五波	[ńgh ńgh bō]/(five five ball)/a fifty-fifty chance of success, of winning
五姑娘	[ńgh gū léung]/(miss five)/hand (with respect to male masturbation), "five-fingered girlfriend".
五時花六時變	[ńgh sìh fā luhk sìh bin]/(five o' clock flower six o' clock change)/to be fickle, to be moody, changeable
五枝旗杆	[ńgh jī kèih gōn]/(five flag poles)/The Star Ferry terminal in Tsim Sha Tsui
五行欠打	[ńgh hàhng him dá]/(missing the element of beating)/1. naughty/2. in need of a beating (a play on 五行欠水 [ńgh hàhng him séui]).
五行欠水	[ńgh hàhng him séui]/(missing the element of water)/no money (water is one of the five basic elements in the Chinese understanding of nature).
五行欠炳	[ńgh hàhng him bíng]/(miss the element of beating)/1. naughty/2. in need of a beating (a play on 五行欠水 [ńgh hàhng him séui]).
五行缺水	[ńgh hàhng kyut séui]/(missing the element of water)/no money (water is one of the five basic elements in the Chinese understanding of nature).
亞head	[a hēt]/(<head)/a boss
亞嫂	[a sóu]/1. elder brother's wife/2. a term of address for someone's girlfriend or wife
交	[gāau]/to connect
交保護費	[gāau bóu wuh fai]/to pay a protection fee
交個波俾你	[gāau go bō béi néih]/(to pass the ball to you)/an exclamation passing the initiative to someone, "it's over to you!", "it's your turn now!".
交功課	[gāau gūng fo]/(to hand in homework)/to submit one's quota (insurance agents' jargon)
交學費	[gāau hohk fai]/(to pay school fees)/to pay the cost of acquiring a skill or knowledge, to "pay one's dues", to learn a lesson, to be taught a lesson
交差	[gāau chāai]/to work without enthusiasm
交待	[gāau doih]/to justify oneself, to explain what one has done, to give an account of something that has gone wrong, e.g. to a superior.
交更	[gāau gāang]/to change shift, to hand-over one's taxi for the next shift (taxi driver jargon)
交朋結友	[gāau pàhng git yáu]/to make friends, to make friends and have a good time
交水費	[gāau séui fai]/1. to pay water bill/2. to urinate
交際	[gāau jai]/to socialize
亥	[hoih]/the twelfth hour
亥時出世	[hoih sìh chēut sai/(born at the twelfth hour)/1. born at a bad time/2. used to criticise or blame someone for their (often unintentionally) destructive behaviour (亥 hoih, a division in the traditional Chinese clock, puns with 害 hoih which means harm).
人	[yàhn]/a person
人一世，物一世	[yàhn yāt sai, maht yāt sai]/(man has one life, objects have one life)/used when gathering the courage to try something new, "you only live once".
人不為己，天誅地滅	[yàhn bāt waih géi, tīn jyū deih miht]/(if one doesn't look after oneself heaven and earth will destroy one)/the devil take the hindmost
人又老，錢又冇	[yàhn yauh lóuh, chín yauh móuh]/old and poor
人哋	[yàhn deih]/(other people)/I, myself (e.g. as used by young women, stereotypically, in complaints to their boyfriend).
人在江湖，身不由己	[yàhn joih gōng wùh, sān bāt yàuh géi]/a saying which implies that one's life is bound by rules, that one does not have freedom to act
人地	[yàhn deih]/(other people)/I, myself (e.g. as used by young women, stereotypically, in complaints to their boyfriend).
人多手腳亂	[yàhn dō sáu geuk lyuhn]/(if there are too many people, they will get in a tangle)/where there are too many people involved in one task, it leads to chaos, "too many cooks spoil the broth".
人夾人緣	[yàhn gaap yàhn yùhn]/whether people get along with one another or not depends on the compatibility of their characters.
人妖	[yàhn yíu]/a transvestite; a transexual
人山人海	[yàhn sāan yàhn hói]/(people mountain, people sea)/crowds of people
人心肉造	[yàhn sām yuhhk jouh]/(human heart is made of flesh)/people are by nature compassionate
人情紙咁薄	[yàhn chìhng jí gam bohk]/(human decency is as thin as paper)/human decency is rare in relationships between people
